country_name,Year,Sex,Age,n
Australia,2012,Female,40-44 years,19.0
Australia,2012,Female,45-49 years,18.0
Australia,2012,Female,5-9 years,0.0
Australia,2012,Female,50-54 years,21.0
Australia,2012,Female,55-59 years,42.0
Australia,2012,Female,60-64 years,44.0
Australia,2012,Female,65-69 years,46.0
Australia,2012,Female,70-74 years,66.0
Australia,2012,Female,75-79 years,75.0
Australia,2012,Female,80-84 years,81.0
Australia,2012,Female,85-89 years,94.0
Australia,2012,Female,90-94 years,73.0
Australia,2012,Female,95+ years,33.0
Australia,2012,Female,All ages,635.0
Australia,2012,Female,Unspecified,0.0
Australia,2013,Male,0 years,0.0
Australia,2013,Male,1 years,0.0
Australia,2013,Male,10-14 years,0.0
Australia,2013,Male,15-19 years,0.0
Australia,2013,Male,2 years,0.0
Australia,2013,Male,20-24 years,0.0
Australia,2013,Male,25-29 years,6.0
Australia,2013,Male,3 years,0.0
Australia,2013,Male,30-34 years,7.0
Australia,2013,Male,35-39 years,14.0
Australia,2013,Male,4 years,0.0
Australia,2013,Male,40-44 years,29.0
Australia,2013,Male,45-49 years,41.0
Australia,2013,Male,5-9 years,0.0
Australia,2013,Male,50-54 years,77.0
Australia,2013,Male,55-59 years,94.0
Australia,2013,Male,60-64 years,144.0
Australia,2013,Male,65-69 years,192.0
Australia,2013,Male,70-74 years,178.0
Australia,2013,Male,75-79 years,202.0
Australia,2013,Male,80-84 years,249.0
Australia,2013,Male,85-89 years,181.0
Australia,2013,Male,90-94 years,77.0
Australia,2013,Male,95+ years,32.0
Australia,2013,Male,All ages,1523.0
Australia,2013,Male,Unspecified,0.0
Australia,2013,Female,0 years,0.0
Australia,2013,Female,1 years,0.0
Australia,2013,Female,10-14 years,0.0
Australia,2013,Female,15-19 years,0.0
Australia,2013,Female,2 years,0.0
Australia,2013,Female,20-24 years,0.0
Australia,2013,Female,25-29 years,3.0
Australia,2013,Female,3 years,0.0
Australia,2013,Female,30-34 years,9.0
Australia,2013,Female,35-39 years,11.0
Australia,2013,Female,4 years,0.0
Australia,2013,Female,40-44 years,23.0
Australia,2013,Female,45-49 years,29.0
Australia,2013,Female,5-9 years,0.0
Australia,2013,Female,50-54 years,40.0
Australia,2013,Female,55-59 years,48.0
Australia,2013,Female,60-64 years,43.0
Australia,2013,Female,65-69 years,49.0
Australia,2013,Female,70-74 years,56.0
Australia,2013,Female,75-79 years,73.0
Australia,2013,Female,80-84 years,106.0
Australia,2013,Female,85-89 years,96.0
Australia,2013,Female,90-94 years,63.0
Australia,2013,Female,95+ years,36.0
Australia,2013,Female,All ages,685.0
Australia,2013,Female,Unspecified,0.0
Australia,2014,Male,0 years,0.0
Australia,2014,Male,1 years,0.0
Australia,2014,Male,10-14 years,0.0
Australia,2014,Male,15-19 years,0.0
Australia,2014,Male,2 years,0.0
Australia,2014,Male,20-24 years,2.0
Australia,2014,Male,25-29 years,7.0
Australia,2014,Male,3 years,0.0
Australia,2014,Male,30-34 years,6.0
Australia,2014,Male,35-39 years,15.0
Australia,2014,Male,4 years,0.0
Australia,2014,Male,40-44 years,21.0
Australia,2014,Male,45-49 years,29.0
Australia,2014,Male,5-9 years,0.0
Australia,2014,Male,50-54 years,63.0
Australia,2014,Male,55-59 years,81.0
Australia,2014,Male,60-64 years,134.0
Australia,2014,Male,65-69 years,147.0
Australia,2014,Male,70-74 years,172.0
Australia,2014,Male,75-79 years,205.0
Australia,2014,Male,80-84 years,223.0
Australia,2014,Male,85-89 years,171.0
Australia,2014,Male,90-94 years,81.0
Australia,2014,Male,95+ years,24.0
Australia,2014,Male,All ages,1381.0
Australia,2014,Male,Unspecified,0.0
Australia,2014,Female,0 years,0.0
Australia,2014,Female,1 years,0.0
Australia,2014,Female,10-14 years,0.0
Australia,2014,Female,15-19 years,0.0
Australia,2014,Female,2 years,0.0
Australia,2014,Female,20-24 years,1.0
Australia,2014,Female,25-29 years,5.0
Australia,2014,Female,3 years,0.0
Australia,2014,Female,30-34 years,6.0
Australia,2014,Female,35-39 years,7.0
Australia,2014,Female,4 years,0.0
Australia,2014,Female,40-44 years,14.0
Australia,2014,Female,45-49 years,32.0
Australia,2014,Female,5-9 years,0.0
Australia,2014,Female,50-54 years,29.0
Australia,2014,Female,55-59 years,42.0
Australia,2014,Female,60-64 years,56.0
Australia,2014,Female,65-69 years,59.0
Australia,2014,Female,70-74 years,77.0
Australia,2014,Female,75-79 years,63.0
Australia,2014,Female,80-84 years,97.0
Australia,2014,Female,85-89 years,98.0
Australia,2014,Female,90-94 years,64.0
Australia,2014,Female,95+ years,38.0
Australia,2014,Female,All ages,688.0
Australia,2014,Female,Unspecified,0.0
Australia,2015,Male,0 years,0.0
Australia,2015,Male,1 years,0.0
Australia,2015,Male,10-14 years,0.0
Australia,2015,Male,15-19 years,0.0
Australia,2015,Male,2 years,0.0
Australia,2015,Male,20-24 years,2.0
Australia,2015,Male,25-29 years,6.0
Australia,2015,Male,3 years,0.0
Australia,2015,Male,30-34 years,5.0
Australia,2015,Male,35-39 years,19.0
Australia,2015,Male,4 years,0.0
Australia,2015,Male,40-44 years,25.0
Australia,2015,Male,45-49 years,32.0
Australia,2015,Male,5-9 years,0.0
Australia,2015,Male,50-54 years,55.0
Australia,2015,Male,55-59 years,95.0
Australia,2015,Male,60-64 years,121.0
Australia,2015,Male,65-69 years,150.0
Australia,2015,Male,70-74 years,188.0
Australia,2015,Male,75-79 years,191.0
Australia,2015,Male,80-84 years,230.0
Australia,2015,Male,85-89 years,205.0
Australia,2015,Male,90-94 years,107.0
Australia,2015,Male,95+ years,28.0
Australia,2015,Male,All ages,1459.0
Australia,2015,Male,Unspecified,0.0
Australia,2015,Female,0 years,0.0
Australia,2015,Female,1 years,0.0
Australia,2015,Female,10-14 years,0.0
Australia,2015,Female,15-19 years,1.0
Australia,2015,Female,2 years,0.0
Australia,2015,Female,20-24 years,1.0
Australia,2015,Female,25-29 years,5.0
Australia,2015,Female,3 years,0.0
Australia,2015,Female,30-34 years,7.0
Australia,2015,Female,35-39 years,4.0
Australia,2015,Female,4 years,0.0
Australia,2015,Female,40-44 years,24.0
Australia,2015,Female,45-49 years,27.0
Australia,2015,Female,5-9 years,0.0
Australia,2015,Female,50-54 years,31.0
Australia,2015,Female,55-59 years,36.0
Australia,2015,Female,60-64 years,52.0
Australia,2015,Female,65-69 years,59.0
Australia,2015,Female,70-74 years,68.0
Australia,2015,Female,75-79 years,67.0
Australia,2015,Female,80-84 years,94.0
Australia,2015,Female,85-89 years,100.0
Australia,2015,Female,90-94 years,79.0
Australia,2015,Female,95+ years,50.0
Australia,2015,Female,All ages,705.0
Australia,2015,Female,Unspecified,0.0
Australia,2016,Male,0 years,0.0
Australia,2016,Male,1 years,0.0
Australia,2016,Male,10-14 years,0.0
Australia,2016,Male,15-19 years,1.0
Australia,2016,Male,2 years,0.0
Australia,2016,Male,20-24 years,1.0
Australia,2016,Male,25-29 years,2.0
Australia,2016,Male,3 years,0.0
Australia,2016,Male,30-34 years,8.0
Australia,2016,Male,35-39 years,15.0
Australia,2016,Male,4 years,0.0
Australia,2016,Male,40-44 years,25.0
Australia,2016,Male,45-49 years,29.0
Australia,2016,Male,5-9 years,0.0
Australia,2016,Male,50-54 years,51.0
Australia,2016,Male,55-59 years,77.0
Australia,2016,Male,60-64 years,89.0
Australia,2016,Male,65-69 years,170.0
Australia,2016,Male,70-74 years,158.0
Australia,2016,Male,75-79 years,178.0
Australia,2016,Male,80-84 years,194.0
Australia,2016,Male,85-89 years,204.0
Australia,2016,Male,90-94 years,86.0
Australia,2016,Male,95+ years,26.0
Australia,2016,Male,All ages,1314.0
Australia,2016,Male,Unspecified,0.0
Australia,2016,Female,0 years,0.0
Australia,2016,Female,1 years,0.0
Australia,2016,Female,10-14 years,0.0
Australia,2016,Female,15-19 years,1.0
Australia,2016,Female,2 years,0.0
Australia,2016,Female,20-24 years,0.0
Australia,2016,Female,25-29 years,3.0
Australia,2016,Female,3 years,0.0
Australia,2016,Female,30-34 years,4.0
Australia,2016,Female,35-39 years,4.0
Australia,2016,Female,4 years,0.0
Australia,2016,Female,40-44 years,11.0
Australia,2016,Female,45-49 years,13.0
Australia,2016,Female,5-9 years,0.0
Australia,2016,Female,50-54 years,27.0
Australia,2016,Female,55-59 years,31.0
Australia,2016,Female,60-64 years,38.0
Australia,2016,Female,65-69 years,58.0
Australia,2016,Female,70-74 years,57.0
Australia,2016,Female,75-79 years,79.0
Australia,2016,Female,80-84 years,94.0
Australia,2016,Female,85-89 years,96.0
Australia,2016,Female,90-94 years,80.0
Australia,2016,Female,95+ years,50.0
Australia,2016,Female,All ages,646.0
Australia,2016,Female,Unspecified,0.0
